out_action,D0,D1,D2,D3,D4,D5
19,1924.97757,-417.3580325,0.659160815,0.032316974,-0.200335038,0.029906369
7,1389.651739,-403.9408158,0.412450635,-0.211829784,-0.62603,0.082227717
1,1212.677621,-240.9623381,-2.982256985,-0.078478699,0.835374311,0.067469629
10,206.3886072,18.08125349,-0.833899386,-0.054316347,-0.119403141,0.029448924
20,1691.328879,-340.9832433,1.343526253,0.088201514,-0.130016496,-0.000685175
1,1218.658289,-320.2982499,1.774871412,-0.256878856,-0.207321122,0.067770598
1,325.5760764,-52.88338235,-0.281219612,0.003523439,0.050027889,-0.002229239
4,1941.721034,-126.4794966,0.164790878,0.182423164,0.06361004,-0.000626553
10,1445.755855,-76.85467335,-0.143014956,0.018179059,-0.005219941,-0.000682831
6,778.9343679,-60.073692,-0.592334805,-0.049974565,0.141182259,0.038996752
5,331.9463356,-28.86979749,-0.004176507,-0.01146907,-0.05611734,-0.004264254
16,1808.970045,73.91964787,0.050540678,0.244727834,0.009556279,-0.053787776
16,951.3662925,67.05327529,-0.863396247,0.017935325,-0.412135137,-0.012577834
17,114.8352197,39.53279248,-1.443227987,0.007670381,-0.28123597,-0.011849363
16,2028.632298,-85.72300553,0.159545298,0.182556932,0.074105642,-0.000771136
5,1171.028546,-92.58937811,-0.754391627,-0.044235577,-0.347585774,0.040438806
6,708.634697,-63.76371177,0.069135807,-0.003565523,0.066650337,0.003058571
5,285.6947633,-25.93668252,0.061743003,-0.015957479,-0.009334522,-0.000196758
17,1670.778225,92.29718725,0.352267806,0.175693604,0.177714018,0.006051552
23,1007.750506,90.17106467,-0.458904031,-0.047078857,0.457558477,0.057672146
5,125.1323427,-9.581155874,-0.100174134,-0.036066236,-0.15385866,0.070877275
1,1717.819181,-373.2195916,1.432149744,0.08696778,-0.142080887,3.91E-05
1,846.1607724,-154.2541905,-0.106129114,0.001523937,0.041181653,-0.000871281
12,1685.368594,-503.0504791,1.64848506,0.085049771,-0.101890769,0.00162737
7,1163.669446,-466.6707937,1.371334904,-0.15359971,-0.290366207,0.045297136
1,937.6729843,-244.5757321,-2.434506487,-0.016592241,0.936970809,0.034749213
9,2138.361894,-35.08744757,0.597996845,0.124640145,-0.058555755,-0.00314857
16,1307.970286,10.85383221,-0.370488595,-0.089350429,-0.280269729,0.040703575
2,459.4602586,-35.78553292,-0.698602711,-0.110309674,-0.288508029,0.038963352
20,1754.470919,-394.8771625,0.230951332,0.119214576,0.195718529,-0.009906384
7,1278.744569,-371.380271,0.347352042,-0.166631041,0.183917895,0.05953877
1,1156.78461,-229.9789205,-3.131129866,-0.025667976,1.203956628,0.047429008
10,155.7818778,27.64630639,-1.271385707,0.032702098,0.281461405,-0.010437808
4,1653.88708,-141.1676873,0.376785945,0.065691669,0.166164061,0.021890328
5,1158.208644,-91.6701707,0.068601347,-0.098516472,0.103863965,0.021877428
4,709.0475964,-54.32318926,0.184570618,-0.115614957,0.097052245,0.021495739
11,214.1361122,-8.604872043,0.063789492,-0.09849419,0.120782385,0.021772691
6,1989.320371,-115.0105557,0.459158138,0.145157651,-0.001178695,-0.000777105
17,1564.651676,-75.37243,0.348137482,-0.050806227,-0.099174517,-0.001914588
3,904.2623825,-85.55510913,-0.274968068,-0.099673242,0.310851502,0.036395646
3,321.9760155,-28.50597624,-0.081017019,0.002312098,-0.050102705,-0.001875622
19,2049.121633,-353.0659018,1.448216039,0.086658798,-0.156426245,0.000181746
1,1512.630709,-339.6130133,1.174385218,-0.170754469,-0.786872356,0.0289458
1,670.3130437,-123.5253064,-0.076246656,0.001350799,0.051321721,-0.000657995
11,1760.732244,89.63570704,-0.2520522,0.262455737,0.072915093,-0.068415033
23,1178.055954,129.3610557,-1.111029104,0.030139899,-0.029585682,-0.031570364
18,302.1071521,24.79549248,-1.329745225,0.056344527,-0.272369309,-0.01182923
4,1641.361547,-249.5485066,-0.054890948,0.19547458,0.115472892,-0.018584657
1,1145.683111,-200.05099,-0.363075546,0.03126644,0.053172796,-0.018597557
4,274.5450555,1.592436452,-1.558423671,0.109628469,0.294002324,-0.019225135
10,1763.535529,4.41952463,0.388732914,0.176254524,-0.053354467,0.006697727
16,1104.934981,33.36168393,-0.407564284,-0.055452192,0.120905619,0.045894869
5,237.3801162,-13.31575673,-0.435065226,-0.054702714,-0.254017827,0.049160827
2,1978.941359,-322.3876176,0.908281293,0.117645135,0.020362693,0.001696068
1,1309.712599,-226.6356806,0.228535688,-0.004715357,0.042346692,0.003456681
2,429.9025347,-39.22114492,-0.56927059,0.031430522,0.189044774,0.001271276
17,1682.069508,87.46858617,0.549746284,0.158873642,0.068375639,0.006425533
23,1019.041789,85.3424636,-0.261425554,-0.063898819,0.348220098,0.058046128
4,136.4236259,-14.40975695,0.097304343,-0.052886198,-0.263197039,0.071251256
4,1632.145307,-133.0942381,0.28982454,0.125367096,0.221065697,-0.011411883
6,1136.466871,-83.59672151,-0.018360058,-0.038841044,0.158765601,-0.011424783
6,711.2793988,-49.09206788,0.189189737,-0.073006232,0.14365216,-0.011086954
10,290.8876424,-11.72020055,0.188389516,-0.072291205,0.131413897,-0.011402841
13,2128.935866,-537.1832907,1.483541634,0.086337406,-0.147609464,0.000446758
7,1660.722546,-496.51295,1.464333219,-0.190999404,-0.159614452,0.039424861
1,1526.87459,-355.5280533,-1.918984809,-0.045024716,0.870582422,0.053233083
1,525.071257,-93.65416692,-0.022045331,-0.000181251,-0.064763519,-0.000120816
5,2013.937741,-118.9187052,0.408966533,0.13389114,0.226620295,-0.019802003
9,1564.603784,-76.84179094,0.250539935,-0.048861629,0.172978954,-0.01889127
6,732.9884438,-37.99027157,-0.585537061,-0.080472013,0.025119224,0.02403822
10,285.5738687,-10.21958905,0.221987723,-0.059116892,0.07360676,-0.024336485
16,1826.684701,-50.12556599,0.461164783,0.140860787,-0.006187268,0.011043394
4,971.2026847,-51.71443986,-0.473577349,-0.062418681,-0.365261744,0.06627746
11,476.5920136,-16.49109902,0.053557123,-0.020693807,-0.042077067,0.008299165
2,1946.486089,-243.797782,0.795091183,0.11960761,-0.046184632,1.85E-05
2,1277.286382,-148.1539507,0.105635782,-0.00248357,-0.021645012,0.001629199
2,605.2570642,-69.3422798,0.013369608,-0.000288185,-0.003699091,0.000200849
4,1964.722529,-71.36496267,0.204625978,0.171911464,0.423791178,0.003444678
5,1468.75735,-21.74013944,-0.103179855,0.007667359,0.354961197,0.0033884
16,1019.720225,15.67001408,0.008898142,-0.009269025,0.35267973,0.002905671
5,160.8785792,-2.027850364,-0.754955459,-0.056370047,0.043333944,0.044902935
4,1651.568183,-139.3110304,0.320154277,0.177417123,0.183160943,-0.026658672
4,1155.603004,-89.68620717,0.012348443,0.013173018,0.114330962,-0.02671495
5,661.0773362,-46.0279849,0.002835752,0.013312931,0.146834948,-0.026885716
11,211.21517,-8.585182006,0.120420927,-0.00364985,0.116372786,-0.027322421
19,1681.913209,-349.1425093,2.255651872,0.054855364,-0.134013442,0.006268145
7,1146.587379,-335.7252927,2.008941692,-0.189291393,-0.559708404,0.058589493
8,969.6132605,-172.746815,-1.385765928,-0.055940308,0.901695908,0.043831404
2,1687.215242,-200.1091638,0.418455287,0.146362411,0.029885817,-0.001669462
2,1018.015536,-104.4653326,-0.271000114,0.02427123,0.054425437,-5.87E-05
3,345.9862178,-25.65366164,-0.363266288,0.026466616,0.072371359,-0.001487082
19,1916.882475,-452.6363178,0.711482512,0.174106618,0.250337644,0.016269395
14,1381.556645,-439.2191011,0.464772332,-0.07004014,-0.175357318,0.068590743
1,1181.713511,-247.7800445,-3.413134987,-0.002869132,1.247038099,0.087198968
5,167.6134004,-2.972105787,-0.743324571,0.087010423,0.322918053,0.016112252
3,1762.425035,-271.1910713,0.460882922,0.143278135,0.193895936,-0.000112546
1,1203.121624,-206.4504646,-0.094944072,0.000755487,0.225772517,-0.001422543
3,322.9853319,-13.07535566,-1.030217232,0.057227082,0.364285927,-0.000643974
2,2052.232321,-325.0769188,0.680428035,0.122321705,0.01646431,-0.001707435
1,1383.003561,-229.3249818,0.00068243,-3.88E-05,0.038448309,5.32E-05
2,503.1934969,-41.91044611,-0.797123848,0.036107092,0.185146391,-0.002132227
4,1974.167697,-168.744782,0.25769276,0.177676551,0.22948848,-0.027638392
6,1478.202519,-119.1199587,-0.050113073,0.013432446,0.160658499,-0.02769467
6,1052.188522,-84.69064587,0.168564083,-0.022494381,0.147709195,-0.025978598
6,631.7917576,-47.13048453,0.155140921,-0.019788183,0.139698788,-0.027767321
11,211.511715,-9.813235238,0.156109986,-0.019992371,0.140662759,-0.027631151
5,1874.884015,-89.49021026,0.177428662,0.128899536,0.004966131,0.00960072
10,1425.672247,-47.38676419,0.013494167,-0.053635858,-0.052562893,0.010268128
6,761.3503481,-21.24131677,-0.607798161,-0.0852027,0.125118998,0.053457012
17,316.2185892,8.520022846,0.042158081,-0.065870564,-0.114803956,0.007401046
9,1891.861492,-27.49414179,0.319418498,0.163589076,0.101262007,0.000515238
17,1061.469884,18.44713799,-0.649066942,-0.050401498,-0.120451968,0.044367383
4,371.5752068,-27.44543383,-0.305342953,-0.082321542,-0.139464358,0.038238034
18,2207.057122,151.911004,1.313948338,-0.027157961,0.058661361,0.043883578
23,1616.584943,184.1443556,-0.189237827,-0.312898724,-0.143043035,0.070337333
16,761.8502319,58.17150898,-0.129890448,-0.268368313,-0.101118227,0.07784638
19,1822.616789,-403.498346,1.502651859,0.128840034,-0.158339164,0.034667651
14,1286.125865,-390.0454576,1.228821037,-0.128573233,-0.788785275,0.063431705
1,1162.250245,-285.8642877,-1.682284934,0.018486383,0.878995518,0.084043233
12,164.5085557,-17.05864931,-0.020759981,0.042529007,-0.071054383,0.03396221
5,1793.556398,-90.82148369,0.269225841,0.234810761,-0.012454921,-0.044324
4,1344.222441,-48.74456943,0.110799243,0.052057993,-0.066096262,-0.043413267
10,848.5833559,-2.342050001,-0.040249138,0.070514469,-0.063841848,-0.044369125
18,180.9315534,14.70009627,-0.50492802,0.002332718,0.064663676,-0.004829889
10,2033.097377,-57.40820228,0.273151142,0.165645308,0.039678568,-0.001074343
17,1374.496829,-28.46604297,-0.523146057,-0.066061408,0.213938654,0.038122799
6,677.1936256,-44.89716819,-1.088250451,-0.093790761,0.015488256,0.03396581
4,220.4735968,-18.95214056,-0.019689431,-0.026029669,-0.051423471,-0.009281475
8,1863.595504,-263.2521778,0.775462177,0.11936169,0.116315496,-0.000128278
5,763.7632979,-61.82442608,-1.415782512,-0.069217329,0.257835508,0.049848478
2,272.6928117,-52.41375454,0.781572524,-0.080819988,-0.000146384,0.012284602
16,1951.672737,100.4566541,-0.17393621,0.24727129,-0.100631696,-0.047054345
23,1094.068985,93.59028152,-1.087873135,0.020478781,-0.522323112,-0.005844402
4,231.4659362,8.647159272,-1.849635998,0.005540319,-0.544575698,-0.013865263
13,1711.861484,-376.7754165,1.542938006,0.085828574,-0.133673022,0.000885826
7,1243.648164,-336.1050758,1.523729592,-0.191508236,-0.14567801,0.039863928
2,1109.800208,-195.1201792,-1.859588437,-0.045533548,0.884518863,0.05367215
1,351.6430374,-80.60909549,0.43994475,-0.028661547,0.014195507,-0.003437892
3,2199.494052,-129.9067407,0.739838311,0.048806202,-0.072391576,0.004606144
10,1640.19064,-65.16613402,0.184011317,-0.093716445,-0.040514995,0.003296147
4,963.4661534,-54.41464153,-0.102714798,-0.184301969,-0.068686466,0.043595166
9,463.2391758,-19.31002581,0.415293337,-0.115115098,-0.059597747,0.004290668
5,1867.70477,-148.9699943,0.934594352,0.03232219,0.252632347,0.033359424
5,1418.493001,-106.8665482,0.770659857,-0.150213204,0.195103323,0.034026832
5,969.3428709,-67.35702302,0.754074622,-0.149479144,0.188443073,0.033400576
10,520.3366,-28.12367362,0.753050718,-0.149427319,0.187286159,0.033360187
5,2031.218585,-280.5720373,-0.052779868,0.19043111,-0.052137808,-0.024121183
3,1581.884629,-238.4951231,-0.211206466,0.007678341,-0.105779149,-0.023210451
1,1021.808363,-178.0202885,-0.584429059,0.047298733,-0.030781407,-0.024923272
3,142.816242,16.02575415,-1.545093983,0.104403179,0.119299644,-0.024663276
3,1752.368994,-225.8563071,0.875002994,0.132565841,0.233805468,-0.02123783
1,1192.814128,-161.4224156,0.328050107,-0.01021934,0.260530394,-0.022379644
16,312.9732947,31.94328137,-0.613730928,0.046479679,0.403696035,-0.021752552
2,2042.805232,-306.9679129,0.318088673,0.164242746,-0.051674891,0.000168312
1,1373.605526,-211.3240817,-0.371366728,0.042151565,-0.027135271,0.001779042
4,493.3958185,-24.41578182,-1.156516828,0.077979999,0.115883377,-0.000234473
1,1823.959899,-370.8383742,0.761231921,0.00039321,0.866929629,0.030730672
5,952.8253591,-151.2547115,-0.781715376,-0.084982116,1.051791211,0.029785681
21,461.3105726,-129.4878269,0.762511634,-0.199610561,0.738391644,0.042276291
9,326.6003554,9.537879387,-3.051002127,-0.201948414,1.871257482,0.110389283
1,1969.360959,-376.2603697,-0.31992434,0.307119748,0.095014669,-0.063276605
1,1098.226418,-156.676707,-1.862871637,0.221744422,0.27987625,-0.064221597
6,192.0575635,8.277615635,-1.743393684,0.220042019,0.236638527,-0.063247512
5,2170.270323,-152.8880593,0.526863618,0.172789741,0.407314853,-0.014687799
5,1720.936366,-110.8111451,0.36843702,-0.009963028,0.353673512,-0.013777066
6,1271.703331,-71.20946821,0.347038363,-0.00904189,0.34441522,-0.014612837
6,849.6627637,-34.79749055,0.41962447,-0.02386811,0.319070309,-0.015344649
16,429.3762837,2.446083635,0.425646215,-0.024947546,0.318547913,-0.014635545
2,2246.421092,-278.3513125,0.795113405,0.119605515,-0.046960954,1.91E-05
2,1577.192331,-182.5993756,0.115367801,-0.002754978,-0.024976955,0.001779669
2,905.2391045,-103.6117836,0.015890437,-0.000349017,-0.005334572,0.000237574
2,232.142812,-26.54655255,0.002931488,-6.35E-05,-0.000941008,4.37E-05
19,2200.723917,-482.8047723,1.479827473,0.086389581,-0.146230667,0.000416625
14,1664.232992,-469.3518838,1.205996651,-0.171023686,-0.776676777,0.029180679
1,1540.357373,-365.170714,-1.70510932,-0.02396407,0.891104016,0.049792207
1,542.6156835,-96.36507555,-0.043584367,7.86E-05,-0.058945885,-0.000288815
3,2139.760758,-298.6891182,0.063216242,0.207368378,-0.014932033,-0.006922237
1,1580.457346,-233.9485115,-0.492610752,0.06484573,0.016944547,-0.008232234
4,700.3210547,-40.57340261,-1.427883912,0.121317325,0.155457958,-0.007453665
6,179.3033065,-9.718082529,-0.39744049,0.046997216,0.014499286,-0.010984403
2,1737.675039,-243.2961739,0.178006042,0.123121098,0.246159918,-0.020552956
1,1068.446279,-147.544237,-0.501739563,0.000760606,0.268143917,-0.018792342
17,188.6362149,39.87029873,-1.299545841,0.036906485,0.414841999,-0.020977748
5,1992.499991,-295.6952687,0.498180944,0.143914835,0.033453599,0.000133892
1,1543.288223,-253.5918226,0.33424645,-0.038620559,-0.024075425,0.0008013
4,671.3790726,-44.40560082,-1.020930313,0.058247647,0.213692582,-0.000627404
3,151.8857817,-16.31834942,0.082903655,-0.01756692,0.056442645,-0.002768657
4,1732.992088,-239.2286439,0.000267278,0.140615977,-0.36364862,-0.020414045
1,1237.026909,-189.6038207,-0.307538556,-0.023628128,-0.432478601,-0.020470322
11,366.7897305,12.34191178,-1.506401289,0.054827228,-0.183378096,-0.021077742
18,1860.468741,153.9832948,0.936124163,0.067705939,0.542166701,0.003058541
23,1269.996562,186.2166464,-0.567062003,-0.218034824,0.340462305,0.029512296
24,415.2618511,60.24379977,-0.507714623,-0.173504412,0.382387113,0.037021343
5,2045.315445,-332.4360875,1.440715458,0.08696931,-0.127920283,9.05E-05
4,1596.103676,-290.3326415,1.276780963,-0.095566084,-0.185449307,0.000757871
1,1100.729187,-244.0779256,1.130433927,-0.077288928,-0.17576084,4.69E-05
1,228.3204275,-42.12783823,-0.063919129,0.0011272,0.049818683,-0.000557215
4,1994.347508,-189.9028201,0.352297637,0.163009855,0.040944475,0.001243256
3,1498.38233,-140.2779969,0.044491804,-0.00123425,-0.027885507,0.001186978
3,938.8424201,-83.6259914,-0.154972026,0.019236494,0.055946335,0.000964821
4,374.7668747,-30.58458589,-0.142743246,0.018897676,0.036182909,0.00120554
3,1745.884706,-150.1809258,0.222137203,0.24985185,0.046824665,-0.037818224
4,1186.581294,-85.44031917,-0.333689791,0.107329203,0.078701245,-0.039128221
5,688.9557416,-45.99935591,-0.075345494,0.085016964,0.03151045,-0.037401153
11,238.6090138,-8.152325741,0.022945878,0.068740722,-0.01615448,-0.038446051
3,2036.554732,-366.9668047,1.43242347,0.086879085,-0.152459305,5.31E-05
1,1477.251321,-302.226198,0.876596476,-0.055643562,-0.120582724,-0.00125688
1,597.1150292,-108.8510891,-0.058676684,0.000828033,0.017930686,-0.000478311
4,1657.009786,-73.93831996,0.451244312,0.107347254,0.198018362,0.009973383
3,1161.044608,-24.31349672,0.143438478,-0.056896851,0.129188381,0.009917105
17,601.5046981,32.33850875,-0.056025351,-0.036426107,0.213020223,0.009694948
6,1989.303688,-177.8644698,0.101380062,0.197733414,0.087861463,-5.17E-05
6,1564.634993,-138.2263441,-0.009640594,0.001769536,-0.010134359,-0.001189186
5,1144.446843,-101.0616567,0.000168855,-3.34E-05,8.98E-05,2.21E-05
6,695.9818768,-60.79788599,-0.069386971,0.015560486,0.022952646,0.000347261
6,274.2204597,-24.28563964,-0.004635419,0.000913269,-0.002483601,-0.000605931
9,2129.592525,-148.423454,0.184073554,0.181644925,0.066444615,9.62E-05
6,1299.200916,-102.4821743,-0.784411886,-0.032345649,-0.155269359,0.043948366
5,852.6529586,-74.539658,0.005511438,-0.011521908,-0.090077355,-0.004131702
5,405.7928045,-35.60336501,0.010832032,-0.00032832,-0.011476271,0.000342162
4,1703.68295,-177.22094,0.245155468,0.179647398,0.055162437,0.002214118
2,1207.717772,-127.5961168,-0.062650366,0.015403293,-0.013667544,0.00215784
6,539.8425007,-40.5172087,-0.484775823,0.058547665,0.079941879,0.003180844
5,96.75904012,-10.06103933,0.102477793,-0.014848374,-0.078758618,-0.000448572
10,1993.23119,41.19210074,0.910024626,0.109632557,-0.010824387,-0.007773476
16,1334.630642,70.13426005,0.113727427,-0.12207416,0.163435698,0.031423666
17,467.0757773,23.45681938,0.086226486,-0.121324681,-0.211487747,0.034689624
16,1905.640104,15.85517855,0.248440997,0.166503065,0.058299058,-0.001762635
17,1048.036352,8.988805965,-0.665495928,-0.060289444,-0.363392357,0.039447307
4,376.4977874,-34.29463879,0.064515325,-0.083728499,-0.214261726,0.040360402
3,2061.634506,-261.6104959,1.209155673,0.17749386,0.065329512,0.000712147
1,1502.331094,-196.8698893,0.653328679,0.034971213,0.097206093,-0.00059785
10,622.1948028,-3.494780334,-0.281944481,0.091442807,0.235719503,0.000180719
18,1874.46804,162.3984598,0.689715905,0.253199467,0.607862731,-0.042751352
23,1283.99586,194.6318114,-0.813470261,-0.032541296,0.406158335,-0.016297597
24,429.2611495,68.65896479,-0.754122881,0.011989116,0.448083143,-0.00878855
19,2073.121403,-415.08943,0.002478849,0.220524483,0.227455592,-0.045462565
21,1537.795572,-401.6722134,-0.244231331,-0.023622275,-0.19823937,0.006858782
1,1348.027784,-227.6813562,-4.238100087,0.024517251,1.223838812,0.034127605
11,332.0277815,15.81035832,-1.445730903,0.133344701,0.29821162,-0.0455673
3,1860.44246,-35.37631915,0.746737691,0.140666055,-0.051744289,-0.010960519
16,1300.887595,29.0575723,0.199784804,-0.002119127,-0.025019363,-0.012102332
10,440.650637,-0.782538249,-0.244853903,-0.065625202,-0.290695406,0.044399858
19,2054.649726,-454.0128897,1.458453165,0.086393602,-0.172218314,0.000280972
14,1518.158801,-440.5600012,1.184622344,-0.171019665,-0.802664424,0.029045027
1,1394.283181,-336.3788314,-1.726483628,-0.023960049,0.865116369,0.049656555
1,396.5414922,-67.57319296,-0.064958675,8.26E-05,-0.084933532,-0.000424468
19,1993.025819,-401.524622,0.409760093,0.189333986,-0.135618261,0.012054396
14,1456.534894,-388.0717335,0.135929272,-0.068079281,-0.766064371,0.040818451
1,1332.659274,-283.8905637,-2.7751767,0.078980335,0.901716421,0.061429979
6,334.9175852,-15.08492526,-1.113651747,0.103022959,-0.048333479,0.011348956
4,1843.332852,-312.5844629,0.158649743,0.193875492,0.144481382,0.003369641
6,1347.367673,-262.9596397,-0.14915609,0.029631387,0.075651401,0.003313363
7,921.3536769,-228.5303268,0.069521066,-0.00629544,0.062702096,0.005029436
3,747.7748328,-46.62185667,-3.638415191,0.078956687,1.183608378,0.050170961
6,108.5593626,-8.066241286,-0.102331788,0.041995313,0.016317746,0.008564723
4,2010.011034,-98.20889407,0.191849141,0.18135776,0.065545234,0.000371602
17,1514.332598,-48.71137751,-0.116335457,0.01714962,0.003245138,0.000358701
6,837.3776497,-64.76332622,-0.60417771,-0.043277404,0.192062514,0.052614277
5,391.642882,-35.02175785,0.05369282,-0.013332961,-0.053290804,-0.001942333
1,1702.862694,-347.7677337,1.934776698,0.081793259,-0.264522722,0.003819454
3,831.7281535,-128.184071,0.391829401,-0.003582067,-0.079661141,0.002874463
1,247.9185295,-92.65146556,1.565838659,-0.066205157,-0.327060001,0.006560277
16,1778.343866,-14.84866401,0.375499161,0.237583612,0.076837329,-0.050927891
5,920.7401136,-21.71503659,-0.538437764,0.010791103,-0.344854087,-0.009717949
16,458.3462642,7.110629748,0.28508967,0.051461157,0.069382024,-0.047098184
3,1954.053145,-95.0978464,0.359176598,0.148661535,0.000479685,-0.003150002
17,1394.749734,-30.35723973,-0.196650396,0.006138888,0.032356266,-0.004459999
6,707.1108126,-56.09374162,-0.615352069,-0.102928835,0.03705276,0.033335665
3,255.3252716,-27.08239631,0.152302259,-0.04429806,-0.117609472,-0.008263531
1,871.6584083,-218.9654011,1.538278858,0.085443844,-0.18326254,0.000910341
9,2099.767543,-42.26733591,0.096030425,0.198959049,0.079214066,-0.000876876
17,1269.375934,3.673943871,-0.872455015,-0.015031525,-0.142499909,0.042975269
5,579.4812577,-42.21862795,-0.528731027,-0.046951569,-0.161512299,0.03684592
6,123.6276301,-10.56152173,-0.026922168,0.015071582,-0.021250587,0.001134742
19,2034.70331,-350.2576939,1.445021884,0.086686713,-0.157447778,0.000157873
1,1498.212385,-336.8048054,1.171191062,-0.170726554,-0.787893889,0.028921928
1,655.8947203,-120.7170985,-0.079440811,0.001378713,0.050300188,-0.000681868
2,1726.336384,-281.7537019,0.444151935,0.12973373,0.093644893,-0.005651362
1,1057.107624,-186.0017649,-0.235593669,0.007373238,0.115628893,-0.003890749
2,177.2975598,1.41277079,-1.033399947,0.043519117,0.262326975,-0.006076154
10,1804.595793,80.88211267,0.029358197,0.212121601,0.0152157,-0.040689407
23,1145.995245,109.824272,-0.766939002,-0.019585115,0.189475785,-0.001492265
11,263.7068826,-3.642329959,-0.43772836,-0.018422256,-0.392537315,-0.005098283
3,1826.045935,-250.2519725,1.141187163,0.088141845,-0.111030859,-0.006140022
1,1266.742524,-185.5113658,0.585360169,-0.054380802,-0.079154279,-0.007450019
9,386.6062322,7.863743113,-0.349912991,0.002090792,0.059359132,-0.00667145
10,2055.95134,132.057503,0.580337292,0.20760203,0.097060528,-0.060299079
23,1395.761727,163.7255274,-0.215196719,-0.006260887,0.257399737,-0.016645654
23,513.3293762,59.6993588,-0.064766437,0.000190753,-0.243055209,0.001258524
10,2069.445875,71.53128711,1.088581798,-0.009365712,0.02783062,0.046853996
16,1409.256261,103.1993115,0.293047787,-0.223228629,0.188169829,0.090507422
23,544.161709,64.46101342,0.18490936,-0.2161823,-0.140496319,0.103270582
2,1890.158114,-220.9765126,0.483250702,0.144400195,0.028362295,-0.000179925
2,1220.929353,-125.2245757,-0.196494902,0.022039703,0.050346294,0.001580688
3,548.9761267,-46.23698368,-0.295972266,0.024445663,0.069988677,3.86E-05
5,2051.561624,-82.96528854,0.112864271,0.181424879,0.221457998,-0.001806048
5,1602.349856,-40.86184246,-0.051070224,-0.001110515,0.163928974,-0.00113864
16,1153.199726,-1.352317272,-0.067655459,-0.000376455,0.157268724,-0.001764896
5,296.5329525,-12.01469068,-0.859357389,-0.022971311,-0.104300381,0.053302232
4,1954.824609,-278.9437969,0.218527107,0.248971372,0.115959734,-0.008297662
1,1458.859431,-229.3189736,-0.089278726,0.084727266,0.047129753,-0.008353939
6,588.6222521,-27.37324121,-1.288141459,0.163182622,0.296230258,-0.008961359
27,126.7126735,-0.784052085,-0.1057466,0.057513626,0.079785028,-0.017466295
4,2012.781628,-312.1920451,0.835147615,0.118546898,-0.097464475,0.000617409
1,1516.81645,-262.5672219,0.527341781,-0.045697207,-0.166294456,0.000561131
2,646.5792711,-60.62148944,-0.671520951,0.032758148,0.082806049,-4.63E-05
6,2012.914206,-180.3049321,0.149994106,0.183265551,0.018444107,-0.001382279
4,1588.245511,-140.6668064,0.03897345,-0.012698327,-0.079551715,-0.002519761
4,1093.798625,-93.40461362,-0.168130895,0.019271821,-0.036346856,-0.001690193
4,598.8197014,-49.9316891,-0.16411217,0.019053316,-0.017233027,-0.001513704
5,103.158325,-6.368740476,-0.159260437,0.018894966,-0.018168268,-0.001374476
5,1726.999995,-102.5667725,0.012107884,0.185797071,0.002242661,-0.013268472
4,1277.666038,-60.48985822,-0.146318714,0.003044302,-0.05139868,-0.01235774
10,782.026953,-14.08733879,-0.297367095,0.021500779,-0.049144266,-0.013313598
4,114.3751505,2.954807481,-0.762045978,-0.046680972,0.079361259,0.026225638
5,1989.469642,-285.6687429,0.473114622,0.140667448,-0.297822135,-0.000212733
4,1540.135685,-243.5918287,0.314688024,-0.042085321,-0.351463476,0.000697999
1,1044.4966,-197.1893092,0.163639643,-0.023628845,-0.349209062,-0.000257858
3,172.7215298,5.131296171,-1.034925818,0.054882927,-0.11854808,-0.000885552
5,1686.834231,-165.5672988,0.493107531,0.144171634,5.00E-05,-1.08E-05
3,1237.622462,-123.4638527,0.329173036,-0.03836376,-0.057479039,0.00065662
3,677.5621252,-63.33790073,-0.031527058,0.000826987,0.017836774,-0.000677414
3,113.2878795,-10.64844349,-0.000296895,2.07E-05,-0.005471292,-1.08E-05
16,1995.356503,-84.80488048,0.243782163,0.166932325,-0.007135538,-0.002126189
4,1137.752751,-91.67125306,-0.670154762,-0.059860184,-0.428826953,0.039083754
6,640.150838,-53.97139815,-0.185351675,0.005940456,-0.069924319,-0.005529208
4,209.4444456,-21.16549968,0.163661067,-0.033859443,-0.121998377,-0.000119925
10,1978.549227,42.91910672,0.958158858,0.221780952,0.204942265,-0.050694615
16,1319.94868,71.86126602,0.16186166,-0.009925764,0.37920235,-0.011497473
16,452.3938144,25.18382535,0.134360718,-0.009176286,0.004278905,-0.008231515
18,1817.261262,128.6286282,1.15853018,0.052036005,0.404594853,0.047191353
23,1223.099304,151.3114171,-0.057313449,-0.199441709,0.2150537,0.087111152
24,358.8661128,40.87797691,-0.175884429,-0.158398575,0.163344016,0.102146954
11,1989.111398,63.91590653,0.287834519,0.12325698,0.038958323,-0.025691195
22,1405.590736,103.7513598,-0.657020267,-0.128559487,-0.098187626,0.006187482
9,200.7841013,58.93922733,-2.113182638,-0.106372403,-0.01701064,0.0197588
5,2135.886652,-389.8246907,0.002463869,0.18599527,0.061270174,-0.012878493
5,1686.552695,-347.7477765,-0.155962729,0.003242501,0.007628833,-0.01196776
14,1237.31966,-308.1460996,-0.177361386,0.004163639,-0.001629459,-0.01280353
2,1044.996235,-115.802663,-4.149045092,0.036615635,1.073608588,0.049147338
4,274.979158,-4.801720628,-1.182276595,0.071903292,0.185508622,-0.018205861
9,2013.069361,58.0321719,0.198320421,0.156493367,-0.087053921,-0.007737814
23,1182.677752,103.9734517,-0.770165019,-0.057497207,-0.308767895,0.036114331
